crazy idea factory,Ableism,Mental health disabilities,Low,"Normalizes stigmatizing language. Try ""wild ideas""."
insane deadline,Ableism,Mental health disabilities,Low,"Stigmatizing term for intensity. Try ""tight deadline""."
mental case,Ableism,Mental health disabilities,High,"Dehumanizing label. Try ""needs support"" with specifics."
addicted to chaos,Ableism,Mental health disabilities,Low,"Stigmatizes mental health and trauma responses. Try ""prefers fast change""."
panic attack mode,Ableism,Mental health disabilities,Medium,"Trivializes panic attacks as work stress. Try ""high stress moment""."
triggered employee,Trauma and mental health,Trauma affected,Medium,"Misuses trauma language as a joke. Try ""upset"" if accurate."
PTSD from that meeting,Trauma and mental health,Trauma affected,High,"Trivializes PTSD. Try ""that was stressful""."
OCD clean desk,Ableism,Mental health disabilities,High,"Uses OCD as a synonym for neatness. Try ""organized""."
neurotic about quality,Ableism,Mental health disabilities,Medium,"Stigmatizing mental health descriptors. Try ""high standards""."
crazy busy,Ableism,Mental health disabilities,Low,"Stigmatizing term for workload. Try ""very busy""."
lunatic schedule,Ableism,Mental health disabilities,High,"Derogatory mental health slur. Try ""unreasonable schedule""."
idiot proof,Ableism and hostility,Neurodivergent,Low,"Insults users and can create hostile tone. Try ""user proof""."
sanity test,Ableism,Mental health disabilities,Medium,"Trivializes mental health. Try ""smoke test""."
crazy train,Ableism,Mental health disabilities,Low,"Stigmatizing metaphor. Try ""chaotic period""."
tone deaf leadership,Ableism,Hearing impaired,Low,"Uses disability metaphor for insensitivity. Try ""out of touch leadership""."
blind review,Ableism,Visually impaired,Low,"Uses blindness metaphor. Try ""anonymous review""."
turn a blind eye,Ableism,Visually impaired,Medium,"Uses disability metaphor. Try ""ignore""."
fall on deaf ears,Ableism,Hearing impaired,Medium,"Uses disability metaphor. Try ""be ignored""."
open the kimono,Racist origins and sexism,Asian and women,High,"Inappropriate metaphor with racist and sexual undertones. Try ""full transparency""."
no can do,Racist origins,Asian,Medium,"Stereotype phrase mocking accents. Try ""cannot do""."
Chinese wall,Racist origins,Asian,Medium,"Outdated term for information barriers. Try ""information barrier""."
Indian giver,Racist slur,Indigenous peoples,High,"Offensive slur. Try ""took back""."
gypped,Racist slur,Roma people,High,"Derogatory slur. Try ""cheated""."
grandfather clause,Racist origins,BIPOC,Medium,"Origin tied to voter suppression. Try ""legacy clause""."
sold down the river,Racist origins,Black professionals,High,"Refers to slavery trade. Try ""betrayed""."
off the reservation,Cultural appropriation,Indigenous peoples,High,"Appropriates harmful colonial framing. Try ""off plan""."
low man on the totem pole,Cultural appropriation,Indigenous peoples,Medium,"Misuses sacred imagery for hierarchy. Try ""junior member""."
too many chiefs not enough indians,Racist origins,Indigenous peoples,High,"Racist phrase about leadership and labor. Try ""unclear ownership""."
chief,Indigenous appropriation,Indigenous peoples,Medium,"Often used as casual nickname with colonial baggage. Try ""lead"" or ""boss""."
tribal knowledge,Cultural appropriation,Indigenous peoples,Medium,"Uses tribe as corporate metaphor. Try ""institutional knowledge""."
tribal leader,Cultural appropriation,Indigenous peoples,Medium,"Appropriates Indigenous governance. Try ""team lead""."
powwow meeting,Cultural appropriation,Indigenous peoples,High,"Appropriates sacred gathering. Try ""huddle""."
spirit animal at work,Cultural appropriation,Indigenous peoples,High,"Appropriates spiritual tradition. Try ""favorite""."
my spirit animal,Cultural appropriation,Indigenous peoples,High,"Appropriates sacred tradition. Try ""I relate to""."
circle the wagons,Cultural appropriation,Indigenous peoples,Low,"Frontier warfare metaphor. Try ""align as a team""."
warpath,Cultural appropriation,Indigenous peoples,Medium,"Perpetuates violent stereotypes. Try ""angry""."
redskin mascot,Racist slur,Indigenous peoples,High,Offensive slur. Avoid entirely.
savage mode,Racist and cultural coding,Indigenous and BIPOC,Medium,"Dehumanizing descriptor tied to racist history. Try ""intense mode""."
civilized behavior,Racist coding,BIPOC,Medium,"Implies others are uncivilized. Try ""respectful behavior""."
articulate for someone from there,Cultural coding,BIPOC,High,"Implies surprise at competence. Try ""clear communicator""."
so articulate for a,Microaggression,BIPOC,High,"Backhanded compliment implying low expectations. Try ""articulate""."
not like the others,Microaggression,Underrepresented groups,High,"Othering phrase that isolates individuals. Try ""unique strengths""."
diversity hire,Tokenism,Underrepresented groups,High,"Reduces person to identity and implies unearned role. Try ""hire""."
token hire,Tokenism,Underrepresented groups,High,"Implying presence is symbolic not merit based. Try ""team member""."
quota hire,Tokenism,Underrepresented groups,High,"Implying hiring is only to satisfy quotas. Try ""hire""."
she got promoted because,Tokenism,Women and BIPOC,High,"Assumes advancement is due to identity. Try ""promotion criteria""."
DEI hire,Tokenism,Underrepresented groups,High,"Reduces person to DEI program. Try ""hire""."
forced diversity,Backlash and bias,Underrepresented groups,High,"Frames inclusion as coercion and lowers belonging. Try ""inclusive hiring""."
reverse discrimination,Backlash and bias,BIPOC and women,High,"Often used to deny systemic bias. Try ""fair process review""."
playing the race card,Racist trope,BIPOC,High,"Dismisses reports of racism. Try ""address the concern""."
playing the gender card,Sexism,Women and non binary,High,"Dismisses reports of sexism. Try ""address the concern""."
angry woman stereotype,Sexism,Women,High,"Stereotype used to dismiss assertiveness. Try ""direct feedback""."
angry Black woman trope,Racism and sexism,Black women,High,"Weaponized stereotype in feedback. Try ""specific behaviors""."
sassy attitude,Racialized sexism,Black women and Latinas,Medium,"Stereotype that polices communication. Try ""tone"" with specifics."
spicy personality,Racialized sexism,Latinas,Medium,"Stereotype that sexualizes or trivializes. Try ""energetic""."
fiery Latina,Racialized sexism,Latinas,High,"Stereotype that reduces identity. Try ""passionate"" if accurate."
model minority,Asian bias,Asian professionals,High,"Stereotype that harms and erases diversity. Try ""individual strengths""."
quiet Asian stereotype,Racist stereotype,Asian professionals,Medium,"Stereotype about communication style. Try ""communication preferences""."
tiger mom stereotype,Racist stereotype,Asian women,Medium,"Stereotype that reduces people to caricature. Try ""parenting choices""."
exotic looking,Sexism and racism,Women of color,High,"Objectifies and otherizes. Try ""distinctive""."
ethnic sounding name,Name bias,BIPOC and immigrants,High,"Used to discriminate in hiring. Try ""name blind review""."
name is hard to pronounce,Name bias,BIPOC and immigrants,Medium,"Often used to pressure assimilation. Try ""please tell me pronunciation""."
cultural fit with our vibe,Cultural coding,Underrepresented candidates,High,"Vague and exclusionary. Try ""values alignment""."
professional hairstyle,Hair discrimination,Black professionals,High,"Often targets natural hair styles. Try ""dress code"" with care."
unprofessional hair,Hair discrimination,Black professionals,High,"Often targets natural hair. Try ""policy review""."
needs to straighten hair,Hair discrimination,Black professionals,High,Assimilation pressure. Avoid entirely.
too urban for clients,Racial coding,Black professionals,High,"Dog whistle implying bias against Black culture. Try ""client preferences"" and challenge."
looks intimidating,Racial coding,Black men,High,"Often a biased read of Black bodies. Try ""approachable"" with specifics."
not executive enough,Classism and tone policing,Women and BIPOC,Medium,"Vague standard tied to dominant norms. Try ""specific leadership behaviors""."
articulation issues,Cultural coding,Non native speakers,Medium,"Can mask accent discrimination. Try ""clarity improvements""."
communication style mismatch,Cultural coding,BIPOC and women,Medium,"Often vague proxy for bias. Try ""specific examples""."
too direct for our culture,Gender and cultural bias,Women and BIPOC,Medium,"Penalizes non dominant communication. Try ""feedback norms""."
too blunt,Gender bias,Women,Low,"Can be gendered in reviews. Try ""specific feedback on phrasing""."
too aggressive in meetings,Tone policing,Black professionals and women,Medium,"Can be biased label. Try ""interruptions"" with specifics."
needs to be more likable,Tone policing,Women,Medium,"Gendered demand for warmth. Try ""collaboration behaviors""."
needs to be less intimidating,Gender and racial bias,Women and BIPOC,Medium,"Biased feedback about presence. Try ""approachability"" with specifics."
abrasive communicator,Tone policing,Women,Medium,"Often applied unevenly. Try ""specific behaviors""."
pushy salesperson,Gender bias,Women,Low,"Can be applied unevenly. Try ""sales approach"" with specifics."
too assertive,Gender bias,Women,Medium,"Double standard for leadership. Try ""assertive"" as positive or be specific."
not warm enough,Gender bias,Women,Medium,"Penalizes women for not performing warmth. Try ""team rapport"" specifics."
smile more,Sexism,Women,High,Polices appearance and emotion. Avoid entirely.
sweetheart in email,Sexism,Women,High,"Infantilizing in professional context. Try ""colleague name""."
dear girl,Sexism,Women,High,"Infantilizing and disrespectful. Try ""name""."
little lady,Sexism,Women,High,Infantilizing and sexist. Avoid entirely.
office mom,Sexism and maternal bias,Women,Medium,"Assigns caretaking role to women. Try ""team coordinator"" if real."
team mom,Sexism and maternal bias,Women,Medium,"Assigns unpaid emotional labor. Try ""project coordinator""."
nurturing,Gender bias,Women,High,"Can pigeonhole into support roles. Try ""supportive leadership""."
too maternal,Maternal bias,Women,Low,"Gendered critique of leadership style. Try ""leadership style""."
